timestamp,class,confidence
04:59 PM,person,0.37765032052993774
04:59 PM,tv,0.35195526480674744
04:59 PM,person,0.5314915180206299
04:59 PM,tv,0.4845019280910492
04:59 PM,person,0.5429356098175049
04:59 PM,chair,0.4639286398887634
04:59 PM,person,0.5442467331886292
04:59 PM,tv,0.4203151762485504
04:59 PM,laptop,0.35954222083091736
04:59 PM,chair,0.5477479100227356
04:59 PM,person,0.5136704444885254
04:59 PM,laptop,0.5733747482299805
04:59 PM,person,0.45902371406555176
04:59 PM,person,0.6260542869567871
04:59 PM,laptop,0.42853811383247375
04:59 PM,person,0.5789964199066162
04:59 PM,laptop,0.5346208810806274
04:59 PM,person,0.6062349081039429
04:59 PM,chair,0.5338339805603027
04:59 PM,laptop,0.26747339963912964
04:59 PM,laptop,0.5764169692993164
04:59 PM,person,0.5329242944717407
04:59 PM,person,0.5143448114395142
04:59 PM,chair,0.499304860830307
04:59 PM,laptop,0.47316962480545044
04:59 PM,person,0.49099183082580566
04:59 PM,tv,0.47272127866744995
04:59 PM,laptop,0.40687933564186096
04:59 PM,laptop,0.6031136512756348
04:59 PM,person,0.462405800819397
04:59 PM,laptop,0.562434732913971
04:59 PM,person,0.4545360207557678
04:59 PM,laptop,0.6187850832939148
04:59 PM,person,0.4561319053173065
04:59 PM,person,0.5588594675064087
04:59 PM,laptop,0.48755231499671936
04:59 PM,person,0.5054171681404114
04:59 PM,laptop,0.4953172206878662
04:59 PM,tv,0.2732815146446228
04:59 PM,laptop,0.49861982464790344
04:59 PM,person,0.4800684154033661
04:59 PM,chair,0.4194394648075104
04:59 PM,laptop,0.5059731006622314
04:59 PM,person,0.5053172707557678
04:59 PM,laptop,0.5067713260650635
04:59 PM,person,0.43565136194229126
04:59 PM,chair,0.6024736762046814
04:59 PM,person,0.5476845502853394
04:59 PM,person,0.5166676044464111
04:59 PM,laptop,0.4715408980846405
04:59 PM,tv,0.4487733840942383
04:59 PM,chair,0.5763189196586609
04:59 PM,person,0.45774441957473755
04:59 PM,laptop,0.5730798244476318
04:59 PM,person,0.49676185846328735
04:59 PM,laptop,0.5379620790481567
04:59 PM,person,0.5032234787940979
04:59 PM,laptop,0.6489701867103577
04:59 PM,person,0.638736367225647
04:59 PM,person,0.5569987297058105
04:59 PM,laptop,0.5218949317932129
04:59 PM,tv,0.255499929189682
04:59 PM,person,0.5410106778144836
04:59 PM,tv,0.49628210067749023
04:59 PM,laptop,0.42939865589141846
04:59 PM,laptop,0.6369274258613586
04:59 PM,person,0.5935547947883606
04:59 PM,tv,0.34929126501083374
04:59 PM,person,0.5454733371734619
04:59 PM,laptop,0.5367851853370667
04:59 PM,person,0.6086992621421814
04:59 PM,laptop,0.3667924702167511
04:59 PM,chair,0.31906408071517944
04:59 PM,person,0.5474435091018677
04:59 PM,laptop,0.5195748805999756
04:59 PM,tv,0.26717135310173035
05:00 PM,person,0.5838690996170044
05:00 PM,laptop,0.45560169219970703
05:00 PM,person,0.5479596853256226
05:00 PM,laptop,0.4737791419029236
05:00 PM,tv,0.2667316496372223
05:00 PM,person,0.6416340470314026
05:00 PM,tv,0.5105958580970764
05:00 PM,laptop,0.38811710476875305
05:00 PM,person,0.64970862865448
05:00 PM,laptop,0.38383951783180237
05:00 PM,chair,0.29114261269569397
05:00 PM,tv,0.2709822356700897
05:00 PM,person,0.6218324303627014
05:00 PM,laptop,0.6115437746047974
05:00 PM,person,0.5953413844108582
05:00 PM,laptop,0.5078515410423279
05:00 PM,person,0.4735167324542999
05:00 PM,laptop,0.4487042725086212
05:00 PM,tv,0.42571428418159485
05:00 PM,person,0.5906988382339478
05:00 PM,laptop,0.4315512180328369
05:00 PM,laptop,0.5277760624885559
05:00 PM,person,0.5161377787590027
05:00 PM,person,0.5825533270835876
05:00 PM,tv,0.43679124116897583
05:00 PM,laptop,0.42041638493537903
05:00 PM,person,0.688629686832428
05:00 PM,laptop,0.477806955575943
05:00 PM,chair,0.35792556405067444
05:00 PM,person,0.5960853099822998
05:00 PM,laptop,0.5428246855735779
05:00 PM,person,0.6510049104690552
05:00 PM,laptop,0.4668172001838684
05:00 PM,tv,0.46459826827049255
05:00 PM,person,0.6630591750144958
05:00 PM,tv,0.502421498298645
05:00 PM,laptop,0.49525320529937744
05:00 PM,person,0.6000203490257263
05:00 PM,laptop,0.5639544725418091
05:00 PM,person,0.6364932656288147
05:00 PM,laptop,0.4799945056438446
05:00 PM,person,0.5507773160934448
05:00 PM,tv,0.4558737277984619
05:00 PM,laptop,0.3643038272857666
05:00 PM,person,0.6133013963699341
05:00 PM,laptop,0.5706537365913391
05:00 PM,person,0.5630292892456055
05:00 PM,laptop,0.5497461557388306
05:00 PM,laptop,0.5115054845809937
05:00 PM,person,0.5055450797080994
05:00 PM,person,0.5645884275436401
05:00 PM,laptop,0.4399071931838989
05:00 PM,tv,0.4262492060661316
05:00 PM,person,0.6123505234718323
05:00 PM,laptop,0.5954257249832153
05:00 PM,person,0.5286378264427185
05:00 PM,laptop,0.4971100389957428
05:00 PM,chair,0.4504285156726837
05:00 PM,laptop,0.5778363347053528
05:00 PM,person,0.5454871654510498
05:00 PM,person,0.509494960308075
05:00 PM,laptop,0.5069392919540405
05:00 PM,tv,0.28774556517601013
05:00 PM,laptop,0.5271836519241333
05:00 PM,person,0.46517011523246765
05:00 PM,chair,0.3976253569126129
05:00 PM,person,0.5274429321289062
05:00 PM,laptop,0.501944363117218
05:00 PM,person,0.5818598866462708
05:00 PM,laptop,0.5353109836578369
05:00 PM,person,0.6656832695007324
